LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2028;2828157
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2029;2906746
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2030;2987437
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2031;3070222
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2032;3154934
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2033;3241556
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2034;3330064
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2035;3420428
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2036;3512604
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2037;3606537
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2038;3702138
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2039;3799299
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2040;3897890
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2041;3997775
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2042;4098791
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2043;4200756
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2044;4303496
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2045;4406876
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2046;4510822
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2047;4615306
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2048;4720345
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2049;4825983
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2050;4932279
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2051;5039276
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2052;5146681
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2053;5254418
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2054;5362423
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2055;5470684
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2056;5579247
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2057;5688478
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2058;5798524
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2059;5909656
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2060;6022273
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2016;787477.6857
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2017;813372.343
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2018;840207.7318
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2019;864958.7184
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2020;880130.9
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2021;893819.5
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2022;907921.6
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2023;922883.9
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2024;938795.8
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2025;955576.7
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2026;973023.6
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2027;991000.7
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2028;1009437
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2029;1028319
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2030;1047679
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2031;1067583
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2032;1088118
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2033;1109361
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2034;1131370
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2035;1154203
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2036;1177939
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2037;1202511
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2038;1227985
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2039;1254399
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2040;1281758
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2041;1310053
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2042;1339426
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2043;1369845
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2044;1401269
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2045;1433664
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2046;1467028
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2047;1501378
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2048;1536721
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2049;1573032
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2050;1610258
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2051;1648351
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2052;1687072
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2053;1726396
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2054;1766295
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2055;1806748
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2056;1847753
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2057;1889581
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2058;1932299
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2059;1975986
NLD;GDPLTFORECAST;TOT;MLN_USD;A;2060;2020737
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2016;161062.9077
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2017;165940.8742
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2018;170964.459
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2019;176177.2101
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2020;181776.8
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2021;187397.4
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2022;192769.7
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2023;197903.2
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2024;202946
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2025;208037.4
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2026;213202.9
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2027;218458.3
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2028;223813
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2029;229274.3
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2030;234848.9
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2031;240543.5
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2032;246362.5
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2033;252310.6
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2034;258394.6
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2035;264624.9
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2036;271015.3
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2037;277547.8
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2038;284234.9
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2039;291091.3
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2040;298131.8
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2041;305368.3
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2042;312838.1
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2043;320539
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2044;328466
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2045;336616.2
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2046;344989.8
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2047;353545
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2048;362277.2
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2049;371184.5
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2050;380269.1
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2051;389533.7
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2052;399016.6
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2053;408709.9
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2054;418607.7
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2055;428711.8
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2056;439032.2
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2057;449529.5
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2058;460217
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2059;471116.2
NZL;GDPLTFORECAST;TOT;MLN_USD;A;2060;482257
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2016;312566.2351
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2017;318563.7148
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2018;324153.1505
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2019;329327.9372
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2020;335085.7
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2021;340908.7
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2022;346968.7
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2023;353301.1
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2024;359901.4
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2025;366767.9
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2026;373870
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2027;381180.5
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2028;388679.4
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2029;396354.3
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2030;404200.7
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2031;412220.6
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2032;420420.7
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2033;428812.8
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2034;437409.4
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2035;446227.7
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2036;455288.4
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2037;464610.8
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2038;474215.8
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2039;484121.7
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2040;494346
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2041;504905.4
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2042;515808.2
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2043;527055.3
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2044;538641.8
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2045;550563.4
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2046;562817.2
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2047;575329
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2048;588084.4
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2049;601067.4
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2050;614264.6
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2051;627666.2
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2052;641341
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2053;655286.6
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2054;669503.3
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2055;684001.3
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2056;698799.6
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2057;713925.6
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2058;729407.6
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2059;745270.8
NOR;GDPLTFORECAST;TOT;MLN_USD;A;2060;761539.3
POL;GDPLTFORECAST;TOT;MLN_USD;A;2016;957601.3406
POL;GDPLTFORECAST;TOT;MLN_USD;A;2017;1002125.431
POL;GDPLTFORECAST;TOT;MLN_USD;A;2018;1048300.593
POL;GDPLTFORECAST;TOT;MLN_USD;A;2019;1087835.38
POL;GDPLTFORECAST;TOT;MLN_USD;A;2020;1113723
POL;GDPLTFORECAST;TOT;MLN_USD;A;2021;1137303
POL;GDPLTFORECAST;TOT;MLN_USD;A;2022;1161005
POL;GDPLTFORECAST;TOT;MLN_USD;A;2023;1185100
POL;GDPLTFORECAST;TOT;MLN_USD;A;2024;1209565
POL;GDPLTFORECAST;TOT;MLN_USD;A;2025;1234318
POL;GDPLTFORECAST;TOT;MLN_USD;A;2026;1259101
POL;GDPLTFORECAST;TOT;MLN_USD;A;2027;1283637
POL;GDPLTFORECAST;TOT;MLN_USD;A;2028;1307807
POL;GDPLTFORECAST;TOT;MLN_USD;A;2029;1331521
POL;GDPLTFORECAST;TOT;MLN_USD;A;2030;1354704
POL;GDPLTFORECAST;TOT;MLN_USD;A;2031;1377274
POL;GDPLTFORECAST;TOT;MLN_USD;A;2032;1399146
POL;GDPLTFORECAST;TOT;MLN_USD;A;2033;1420225
POL;GDPLTFORECAST;TOT;MLN_USD;A;2034;1440414
POL;GDPLTFORECAST;TOT;MLN_USD;A;2035;1459621
POL;GDPLTFORECAST;TOT;MLN_USD;A;2036;1477773
POL;GDPLTFORECAST;TOT;MLN_USD;A;2037;1494942
POL;GDPLTFORECAST;TOT;MLN_USD;A;2038;1511103
POL;GDPLTFORECAST;TOT;MLN_USD;A;2039;1526260
POL;GDPLTFORECAST;TOT;MLN_USD;A;2040;1540444
POL;GDPLTFORECAST;TOT;MLN_USD;A;2041;1553712
POL;GDPLTFORECAST;TOT;MLN_USD;A;2042;1566013
POL;GDPLTFORECAST;TOT;MLN_USD;A;2043;1577448
POL;GDPLTFORECAST;TOT;MLN_USD;A;2044;1588123
POL;GDPLTFORECAST;TOT;MLN_USD;A;2045;1598151
POL;GDPLTFORECAST;TOT;MLN_USD;A;2046;1607655
POL;GDPLTFORECAST;TOT;MLN_USD;A;2047;1616769
POL;GDPLTFORECAST;TOT;MLN_USD;A;2048;1625620
POL;GDPLTFORECAST;TOT;MLN_USD;A;2049;1634321
POL;GDPLTFORECAST;TOT;MLN_USD;A;2050;1642975
POL;GDPLTFORECAST;TOT;MLN_USD;A;2051;1651694
POL;GDPLTFORECAST;TOT;MLN_USD;A;2052;1660585
POL;GDPLTFORECAST;TOT;MLN_USD;A;2053;1669751
POL;GDPLTFORECAST;TOT;MLN_USD;A;2054;1679281
POL;GDPLTFORECAST;TOT;MLN_USD;A;2055;1689240
POL;GDPLTFORECAST;TOT;MLN_USD;A;2056;1699652
POL;GDPLTFORECAST;TOT;MLN_USD;A;2057;1710445
POL;GDPLTFORECAST;TOT;MLN_USD;A;2058;1721466
POL;GDPLTFORECAST;TOT;MLN_USD;A;2059;1732501
POL;GDPLTFORECAST;TOT;MLN_USD;A;2060;1743319
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2016;281059.6308
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2017;288566.7639
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2018;294778.437
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2019;301275.0785
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2020;307469
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2021;313015
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2022;317958.8
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2023;322590.2
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2024;327167
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2025;331797.9
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2026;336490.7
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2027;341242.1
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2028;346052
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2029;350916.6
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2030;355822.8
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2031;360757.1
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2032;365674.3
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2033;370569.6
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2034;375447.1
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2035;380311.2
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2036;385167.8
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2037;390017.5
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2038;394867.4
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2039;399737.7
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2040;404650.6
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2041;409628.9
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2042;414690.4
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2043;419850.7
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2044;425129.4
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2045;430539
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2046;436088
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2047;441783.2
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2048;447634.4
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2049;453657.4
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2050;459868.1
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2051;466287.4
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2052;472899.6
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2053;479731
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2054;486806
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2055;494137.1
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2056;501726.3
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2057;509570.9
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2058;517662.9
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2059;525993.9
PRT;GDPLTFORECAST;TOT;MLN_USD;A;2060;534555.4
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2016;157552.0156
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2017;162909.0461
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2018;169498.9123
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2019;177169.3484
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2020;183557.4
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2021;189550.8
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2022;195319.1
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2023;200986
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2024;206681.7
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2025;212468
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2026;218325.5
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2027;224215.4
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2028;230123.2
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2029;236029.8
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2030;241908.2
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2031;247726.2
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2032;253476.2
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2033;259128.4
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2034;264666.9
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2035;270087.1
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2036;275393.7
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2037;280566.9
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2038;285616
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2039;290559.8
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2040;295424.9
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2041;300238.7
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2042;305016.8
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2043;309766.8
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2044;314492.3
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2045;319194.5
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2046;323873.3
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2047;328557.4
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2048;333239.8
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2049;337916.2
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2050;342590.8
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2051;347278.2
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2052;351971.1
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2053;356704.5
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2054;361514.7
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2055;366435.5
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2056;371480.5
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2057;376642.3
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2058;381902.7
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2059;387237
SVK;GDPLTFORECAST;TOT;MLN_USD;A;2060;392617.4
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2016;1522523.019
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2017;1568987.53
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2018;1613017.642
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2019;1651137.377
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2020;1671748
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2021;1688704
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2022;1705933
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2023;1724619
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2024;1744982
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2025;1766838
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2026;1789912
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2027;1813963
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2028;1838758
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2029;1864064
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2030;1889672
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2031;1915409
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2032;1941124
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2033;1966673
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2034;1991943
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2035;2016873
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2036;2041469
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2037;2065619
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2038;2089457
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2039;2113190
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2040;2137078
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2041;2161398
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2042;2186416
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2043;2212411
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2044;2239692
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2045;2268577
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2046;2299357
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2047;2332210
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2048;2367247
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2049;2404570
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2050;2444307
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2051;2486596
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2052;2531495
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2053;2579034
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2054;2629258
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2055;2682243
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2056;2738065
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2057;2796682
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2058;2857983
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2059;2921850
ESP;GDPLTFORECAST;TOT;MLN_USD;A;2060;2988225
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2016;447132.4898
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2017;459023.7415
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2018;472076.2519
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2019;482362.0132
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2020;492578.9
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2021;503455.2
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2022;514864.6
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2023;526698.6
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2024;538920.7
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2025;551504.5
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2026;564393.6
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2027;577608.7
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2028;591119.8
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2029;604911.5
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2030;618985.1
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2031;633363.6
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2032;648007.7
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2033;662958.9
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2034;678251.3
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2035;693898.3
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2036;709897.8
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2037;726330.7
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2038;743208
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2039;760547.3
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2040;778369.1
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2041;796701.7
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2042;815469.4
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2043;834664
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2044;854258.6
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2045;874212.2
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2046;894490.1
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2047;915173.9
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2048;936240.8
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2049;957668.2
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2050;979439.6
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2051;1001559
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2052;1023933
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2053;1046586
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2054;1069546
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2055;1092856
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2056;1116578
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2057;1140792
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2058;1165561
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2059;1190917
SWE;GDPLTFORECAST;TOT;MLN_USD;A;2060;1216856
